1695654000,13139423077982
1696258800,13139423076902
1696863600,13139423076902
1697468400,13139423076902
1698073200,13139423076902
1698678000,13139423076902
1699282800,13139423076902
1699887600,13139423076902
1700492400,13139423076902
1701097200,13139423076902
1701702000,15014423077932
1702306800,15014423076892
1702911600,15014423076892
1703516400,15014423076892
1704121200,15014423076892
1704726000,15014423076892
1705330800,15014423076892
1705935600,15014423076892
1706540400,15014423076892
1707145200,15014423076892
1707750000,15014423076892
1708354800,15014423076892
1708959600,15014423076892
1709564400,15014423076892
1710169200,15014423076892
1710774000,15014423076892
1711378800,10399038461508
1711983600,10399038461508
1712588400,10399038461508
1713193200,10399038461508
1713798000,10399038461508
1714402800,10399038461508
1715007600,10399038461508
1715612400,10399038461508
1716217200,10399038461508
1716822000,10399038461508
1717426800,10399038461508
1718031600,10399038461508
1718636400,10399038461508
1719241200,10399038461508
1719846000,10399038461508
1720450800,10399038461508
1721055600,10399038461508
1721660400,11051212374595
1722265200,11051212374551
1722870000,11051212374551
1723474800,11051212374551
1724079600,11051212374551
1724684400,11051212374551
1725289200,11051212374551
1725894000,11051212374551
1726498800,11051212374551
1727103600,3839673913033
1727708400,3839673913033
1728313200,3839673913033
1728918000,3839673913033
1729522800,3839673913033
1730127600,3839673913033
1730732400,3839673913033
1731337200,3839673913033
1731942000,3839673913033
1732546800,3839673913033
1733151600,3839673913033
1733756400,3839673913033
1734361200,3839673913033
1734966000,3839673913033
1735570800,3839673913033
1736175600,3839673913033
1736780400,3839673913033
1737385200,3839673913033
1737990000,3839673913033
1738594800,3839673913033
1739199600,3839673913033
1739804400,3839673913033
1740409200,3839673913033
1741014000,3839673913033
1741618800,3839673913033
1742223600,3839673913033
1742828400,3839673913033
1743433200,3839673913033
1744038000,3839673913033
1744642800,3839673913033
1745247600,3839673913033
1745852400,3839673913033
1746457200,3839673913033
1747062000,3839673913033
1747666800,3839673913033
1748271600,3839673913033
1748876400,3839673913033
1749481200,3839673913033
1750086000,3839673913033
1750690800,3839673913033
1751295600,3839673913033
1751900400,3839673913033
1752505200,3839673913033
1753110000,3839673913033
1753714800,3839673913033
1754319600,3839673913033
1754924400,3839673913033
1755529200,3839673913033
1756134000,3839673913033
1756738800,3839673913033
1757343600,3839673913033
1757948400,3839673913033
1758553200,2527173913033
1759158000,2527173913033
1759762800,2527173913033
1760367600,2527173913033
1760972400,2527173913033
1761577200,2527173913033
1762182000,2527173913033
1762786800,2527173913033
1763391600,2527173913033
1763996400,2527173913033
1764601200,652173913043
1765206000,652173913043
1765810800,652173913043
1766415600,652173913043
1767020400,652173913043
1767625200,652173913043
1768230000,652173913043
1768834800,652173913043
1769439600,652173913043
1770044400,652173913043
1770649200,652173913043
1771254000,652173913043
1771858800,652173913043
1772463600,652173913043
1773068400,652173913043
1773673200,652173913043
1774278000,652173913043
1774882800,652173913043
1775487600,652173913043
1776092400,652173913043
1776697200,652173913043
